sha,message,jaccard_score,rater1_labels,rater2_labels,only_rater1,only_rater2,common_labels
bb23385e297771e84e75a7fc868debff1f4de80b,Improve dark theme readability,0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
bc85fee839de3df3eb2a4e0805287554a03e4add,"Address PR feedback: refactor try/except structure and add GIVEN/WHEN/THEN comments

- Move workflow crawling logic into private helper method _gather_event_display_context_from_workflow_crawling
- Keep only importlib.import_module line in try block as requested
- Add comprehensive GIVEN/WHEN/THEN comments to test for better readability
- Maintain all existing functionality while improving code structure
- All tests continue to pass after refactoring

Co-Authored-By: vargas@vellum.ai <dvargas92495@gmail.com>",0.25,"Bad Identifier​, Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Bad Identifier​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​"
c01f5aeae12f84367ac563fefbdd6fd918170ca0,Handle readability issues without type,0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​","Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​",
c0386df21a9091554bff469941eae967dac57f1f,"Add comprehensive prompt testing framework

- Complete CLI tool accessible via `uv run prompt-test`
- 8 curated test cases across 3 categories (basic, complex, edge cases)
- Automatic evaluation with accuracy, clarity, and technical scoring
- Human review workflow with structured feedback collection
- A/B testing between prompt versions with statistical comparison
- Version-controlled prompt management system
- Integration with existing Claude explain service logic
- Professional documentation and examples

Key features:
- Uses same ExplainRequest/ExplainResponse models as production
- Automatic .env loading for ANTHROPIC_API_KEY
- Comprehensive metrics tracking (tokens, response time, scores)
- Results saved as timestamped JSON files (gitignored)
- Easy extensibility for new test cases and evaluation metrics

Usage examples:
- uv run prompt-test list
- uv run prompt-test run --prompt current --categories basic_optimizations
- uv run prompt-test run --prompt v1_baseline --compare current

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.0,Incomplete or Inadequate Code Documentation​,,Incomplete or Inadequate Code Documentation​,,
c38481a133925c39e80712e7273d0e4ad0ecdc25,"make the side effect in tests more readable

Signed-off-by: Alex Chantavy <alex@subimage.io>",0.0,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,
c4901398a8e03ae124e93eb319f215ceef930edf,"feat: Enhance documentation for download system architecture

- Added a detailed section on the download system architecture in `downloaders.md`, including a comprehensive flow diagram illustrating the interaction between Discord users, CLI users, and the various download strategies.
- Documented key features of the architecture, such as dual entry points, platform-specific strategies, feature flag control, automatic fallback mechanisms, and unified output formats.
- Updated best practices for users to start with CLI mode for production until API mode is well-tested.

These changes improve the clarity and usability of the documentation, providing users with a better understanding of the download system's structure and functionality.",0.0,Incomplete or Inadequate Code Documentation​,,Incomplete or Inadequate Code Documentation​,,
caa5d3456b875168d56812c205e0571c122c4fa4,"Fix flake8 linting issues in test files

- Break long lines to comply with 79-character limit
- Fix continuation line indentation (E128 errors)
- Remove trailing whitespace from blank lines (W293 errors)
- Improve code readability while maintaining functionality

Co-Authored-By: auraconnectai@gmail.com <auraconnectai@gmail.com>",0.0,Inconsistent or Disrupted Formatting​,,Inconsistent or Disrupted Formatting​,,
cc4db0a8b6efd9af8c7e04144dc81a3d54b7426b,"Refactor batch scripts for better cross-platform compatibility and readability

Co-authored-by: ctulchu <ctulchu@gmail.com>",0.0,"Bad Identifier​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,"Bad Identifier​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,
cf92211a243b23a43e14ef4cb69e71dd3c4514f4,Refactor smart_merge for clarity,0.2,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Bad Identifier​, Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Unnecessary Code​",Inconsistent or Disrupted Formatting​,"Bad Identifier​, Incomplete or Inadequate Code Documentation​, Unnecessary Code​","Complex, Long, or Inadequate Logic​"
cfdd315da70f38dcc0c14d3d1f1fa61b2fd9d81a,"Refactor tests and telemetry for maintainability and clarity:
- Extract duplicated SimpleValidator to fixture in test_validation.py
- Use stub Collector class and named timeout constant in prometheus.py
- Move slow_run async helper to module level for reuse in test_ultra_executor_performance.py
- Format code for consistency

Implements Copilot AI review suggestions for maintainability and clarity.",0.0,Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​, Missing Constant Usage​, Unnecessary Code​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​, Missing Constant Usage​, Unnecessary Code​",
cfebbafedd0f142832b6a1e9d58590e20078b722,Refactor local agent test for clarity,0.25,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Wrong, Missing, or Inadequate String Expression or Literal​",Inconsistent or Disrupted Formatting​,"Incomplete or Inadequate Code Documentation​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​"
d00787a336398020dc5fd25d2b6ddc857b13dcc7,fix: update event label titles for clarity and improve modal styling,0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
d2c35a1e94fe7247485208b541b1bc6e17f2f896,"Optimize inefficient range-length loops for better performance

- Replace for i in range(len(list)) patterns with list comprehensions
- Optimize generate_output_token_counts() and generate_output_token_counts_from_existing() in throughput_benchmarks.py
- Optimize deepspeed_result_to_tokens() using zip() for cleaner iteration
- Add comprehensive efficiency analysis report documenting optimization opportunities

These changes improve performance by eliminating unnecessary index calculations
and make the code more readable and Pythonic.

Co-Authored-By: Brooke Peterson <brookelpeterson63@gmail.com>",0.25,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​","Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",Inadequate Logging and Monitoring​,"Complex, Long, or Inadequate Logic​"
d3ba81231855db7e090d31d2b421baf51fd08813,"Improve charging profile UI and time slot selection

Replaces the numeric input for time resolution with a selectbox for slot duration, displaying the resulting number of slots per day. Charging profile editors for home and work are now collapsible using expanders, and container borders are added for clarity. Various section headers and comments are updated for consistency and readability.",0.25,"Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Inadequate Logging and Monitoring​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​
d65055aeb2d8873f2f5c48312183ed5a6728d5c7,refactor(fetching): improve readability and modularity,0.25,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Missing Constant Usage​",Inconsistent or Disrupted Formatting​,"Incomplete or Inadequate Code Documentation​, Missing Constant Usage​","Complex, Long, or Inadequate Logic​"
